acc_id,fallecidos_lesionados,fall_les,g_edad,sexo_vic
2013|8413,Fallecido,,30-34,
2013|8414,Lesionado,,Menor de 15,
2013|8415,Lesionado,,30-34,
2013|8416,Fallecido,,55 y más,
2013|8417,Lesionado,,40-44,
2013|8418,Lesionado,,30-34,
2013|8419,Lesionado,,30-34,
2013|8420,Lesionado,,20-24,
2013|8421,Fallecido,,30-34,
2013|8422,Lesionado,,15-19,
2013|8423,Lesionado,,15-19,
2013|8424,Lesionado,,Menor de 15,
2013|8425,Lesionado,,15-19,
2013|8426,Lesionado,,Menor de 15,
2013|8427,Lesionado,,Menor de 15,
2013|8428,Lesionado,,50-54,
2013|8429,Lesionado,,45-49,
2013|8430,Lesionado,,Menor de 15,
2013|8431,Lesionado,,Ignorado,
2013|8432,Lesionado,,Menor de 15,
2013|8433,Lesionado,,35-39,
2013|8434,Fallecido,,25-29,
2013|8435,Lesionado,,30-34,
2013|8436,Lesionado,,20-24,
2013|8437,Lesionado,,25-29,
2013|8438,Lesionado,,35-39,
2013|8439,Lesionado,,Menor de 15,
2013|8440,Lesionado,,25-29,
2013|8441,Lesionado,,55 y más,
2013|8442,Lesionado,,30-34,
2013|8443,Lesionado,,25-29,
2013|8444,Lesionado,,30-34,
2013|8445,Fallecido,,20-24,
2013|8446,Lesionado,,Menor de 15,
2013|8447,Lesionado,,25-29,
2013|8448,Lesionado,,30-34,
2013|8449,Lesionado,,25-29,
2013|8450,Lesionado,,Menor de 15,
2013|8451,Lesionado,,50-54,
2013|8452,Fallecido,,55 y más,
2013|8453,Lesionado,,15-19,
2013|8454,Fallecido,,35-39,
2013|8455,Lesionado,,35-39,
2013|8456,Lesionado,,Ignorado,
2013|8457,Lesionado,,Menor de 15,
2013|8458,Fallecido,,55 y más,
2013|8459,Lesionado,,55 y más,
2013|8460,Lesionado,,30-34,
2013|8461,Lesionado,,Menor de 15,
2013|8462,Fallecido,,25-29,
2013|8463,Lesionado,,40-44,
2013|8464,Lesionado,,Menor de 15,
2013|8465,Lesionado,,Menor de 15,
2013|8466,Fallecido,,50-54,
2013|8467,Lesionado,,45-49,
2013|8468,Fallecido,,50-54,
2013|8469,Fallecido,,35-39,
2013|8470,Lesionado,,Menor de 15,
2013|8471,Lesionado,,15-19,
2013|8472,Lesionado,,Menor de 15,
2013|8473,Lesionado,,Menor de 15,
2013|8474,Fallecido,,Menor de 15,
2013|8475,Lesionado,,55 y más,
2013|8476,Lesionado,,35-39,
2013|8477,Fallecido,,35-39,
2013|8478,Lesionado,,55 y más,
2013|8479,Lesionado,,15-19,
2013|8480,Lesionado,,40-44,
2013|8481,Lesionado,,35-39,
2013|8482,Lesionado,,15-19,
2013|8483,Lesionado,,Menor de 15,
2013|8484,Lesionado,,Menor de 15,
2013|8485,Lesionado,,30-34,
2013|8486,Lesionado,,55 y más,
2013|8487,Fallecido,,15-19,
2013|8488,Lesionado,,20-24,
2013|8489,Lesionado,,Menor de 15,
2013|8490,Fallecido,,Menor de 15,
2013|8491,Fallecido,,35-39,
2013|8492,Lesionado,,25-29,
2013|8493,Lesionado,,Ignorado,
2013|8494,Fallecido,,45-49,
2013|8495,Fallecido,,35-39,
2013|8496,Lesionado,,30-34,
2013|8497,Lesionado,,40-44,
2013|8498,Fallecido,,30-34,
2013|8499,Fallecido,,25-29,
2013|8500,Fallecido,,20-24,
2013|8501,Lesionado,,40-44,
2013|8502,Lesionado,,30-34,
2013|8503,Lesionado,,15-19,
2013|8504,Lesionado,,50-54,
2013|8505,Fallecido,,Menor de 15,
2013|8506,Lesionado,,25-29,
2013|8507,Lesionado,,Menor de 15,
2013|8508,Lesionado,,Menor de 15,
2013|8509,Lesionado,,Menor de 15,
2013|8510,Lesionado,,15-19,
2013|8511,Lesionado,,45-49,
2013|8512,Lesionado,,Ignorado,
2013|8513,Lesionado,,Menor de 15,
2013|8514,Lesionado,,25-29,
2013|8515,Lesionado,,15-19,
2013|8516,Lesionado,,15-19,
2013|8517,Lesionado,,45-49,
2013|8518,Lesionado,,30-34,
2013|8519,Fallecido,,25-29,
2013|8520,Lesionado,,20-24,
2013|8521,Lesionado,,20-24,
2013|8522,Fallecido,,20-24,
2013|8523,Lesionado,,55 y más,
2013|8524,Lesionado,,55 y más,
2013|8525,Lesionado,,35-39,
2013|8526,Lesionado,,Ignorado,
2013|8527,Lesionado,,25-29,
2013|8528,Lesionado,,20-24,
2013|8529,Lesionado,,15-19,
2013|8530,Lesionado,,55 y más,
2013|8531,Lesionado,,20-24,
2013|8532,Lesionado,,20-24,
2013|8533,Lesionado,,55 y más,
2013|8534,Lesionado,,Menor de 15,
2013|8535,Fallecido,,35-39,
2013|8536,Fallecido,,Menor de 15,
2013|8537,Fallecido,,30-34,
2013|8538,Lesionado,,55 y más,
2013|8539,Lesionado,,Menor de 15,
2013|8540,Fallecido,,25-29,
2013|8541,Fallecido,,Ignorado,
2013|8542,Lesionado,,Menor de 15,
2013|8543,Lesionado,,20-24,
2013|8544,Lesionado,,30-34,
2013|8545,Lesionado,,20-24,
2013|8546,Fallecido,,35-39,
2013|8547,Lesionado,,Menor de 15,
2013|8548,Fallecido,,Ignorado,
2013|8549,Lesionado,,55 y más,
2013|8550,Fallecido,,35-39,
2013|8551,Lesionado,,55 y más,
2013|8552,Lesionado,,55 y más,
2013|8553,Fallecido,,55 y más,
2013|8554,Lesionado,,Menor de 15,
2013|8555,Lesionado,,55 y más,
2013|8556,Lesionado,,45-49,
2013|8557,Lesionado,,55 y más,
2013|8558,Fallecido,,25-29,
2013|8559,Lesionado,,35-39,
2013|8560,Fallecido,,55 y más,
2013|8561,Lesionado,,45-49,
2013|8562,Fallecido,,50-54,
2013|8563,Lesionado,,20-24,
2013|8564,Lesionado,,Menor de 15,
2013|8565,Lesionado,,15-19,
2013|8566,Lesionado,,45-49,
2013|8567,Lesionado,,55 y más,
2013|8568,Lesionado,,55 y más,
2013|8569,Lesionado,,20-24,
2013|8570,Lesionado,,20-24,
2013|8571,Lesionado,,30-34,
2013|8572,Lesionado,,20-24,
2013|8573,Lesionado,,Menor de 15,
2013|8574,Lesionado,,Menor de 15,
2013|8575,Lesionado,,Menor de 15,
2013|8576,Lesionado,,45-49,
2013|8577,Lesionado,,55 y más,
2013|8578,Fallecido,,15-19,
2013|8579,Lesionado,,Ignorado,
2013|8580,Lesionado,,Menor de 15,
2013|8581,Lesionado,,50-54,
2013|8582,Lesionado,,35-39,
2013|8583,Fallecido,,25-29,
2013|8584,Fallecido,,Ignorado,
2013|8585,Lesionado,,55 y más,
2013|8586,Lesionado,,30-34,
2013|8587,Lesionado,,50-54,
2013|8588,Fallecido,,35-39,
2013|8589,Lesionado,,35-39,
2013|8590,Lesionado,,55 y más,
2013|8591,Lesionado,,Menor de 15,
2013|8592,Lesionado,,30-34,
2013|8593,Lesionado,,Menor de 15,
2013|8594,Fallecido,,20-24,
2013|8595,Lesionado,,50-54,
2013|8596,Lesionado,,25-29,
2013|8597,Lesionado,,25-29,
2013|8598,Fallecido,,Menor de 15,
2013|8599,Lesionado,,Menor de 15,
2013|8600,Lesionado,,Menor de 15,
2013|8601,Lesionado,,25-29,
2013|8602,Lesionado,,40-44,
2013|8603,Lesionado,,15-19,
2013|8604,Lesionado,,Menor de 15,
2013|8605,Lesionado,,55 y más,
2013|8606,Lesionado,,25-29,
2013|8607,Lesionado,,Menor de 15,
2013|8608,Lesionado,,25-29,
2013|8609,Lesionado,,20-24,
2013|8610,Fallecido,,25-29,
2013|8611,Fallecido,,25-29,
2013|8612,Fallecido,,15-19,
2013|8613,Fallecido,,35-39,
2013|8614,Lesionado,,15-19,
2013|8615,Lesionado,,30-34,
2013|8616,Fallecido,,35-39,
2013|8617,Lesionado,,Ignorado,
2013|8618,Fallecido,,45-49,
2013|8619,Fallecido,,25-29,
2013|8620,Lesionado,,25-29,
2013|8621,Lesionado,,25-29,
2013|8622,Lesionado,,35-39,
2013|8623,Lesionado,,20-24,
2013|8624,Lesionado,,20-24,
2013|8625,Lesionado,,20-24,
2013|8626,Lesionado,,40-44,
2013|8627,Lesionado,,40-44,
2013|8628,Lesionado,,15-19,
2013|8629,Lesionado,,30-34,
2013|8630,Lesionado,,25-29,
2013|8631,Lesionado,,20-24,
2013|8632,Lesionado,,Menor de 15,
2013|8633,Lesionado,,30-34,
2013|8634,Lesionado,,20-24,
2013|8635,Lesionado,,Menor de 15,
2013|8636,Fallecido,,Menor de 15,
2013|8637,Lesionado,,15-19,
2013|8638,Fallecido,,Menor de 15,
2013|8639,Lesionado,,Menor de 15,
2013|8640,Lesionado,,55 y más,
2013|8641,Fallecido,,55 y más,
2013|8642,Lesionado,,45-49,
2013|8643,Lesionado,,15-19,
2013|8644,Fallecido,,15-19,
2013|8645,Fallecido,,15-19,
2013|8646,Fallecido,,15-19,
2013|8647,Fallecido,,25-29,
2013|8648,Lesionado,,20-24,
2013|8649,Lesionado,,Ignorado,
2013|8650,Lesionado,,Menor de 15,
2013|8651,Lesionado,,Menor de 15,
2013|8652,Lesionado,,20-24,
2013|8653,Lesionado,,Ignorado,
2013|8654,Lesionado,,Menor de 15,
2013|8655,Lesionado,,25-29,
2013|8656,Lesionado,,50-54,
2013|8657,Fallecido,,50-54,
2013|8658,Lesionado,,50-54,
2013|8659,Lesionado,,55 y más,
2013|8660,Lesionado,,20-24,
2013|8661,Lesionado,,45-49,
2013|8662,Fallecido,,55 y más,
2013|8663,Fallecido,,55 y más,
2013|8664,Lesionado,,25-29,
2013|8665,Lesionado,,Menor de 15,
2013|8666,Fallecido,,20-24,
2013|8667,Lesionado,,Menor de 15,
2013|8668,Lesionado,,35-39,
2013|8669,Fallecido,,25-29,
2013|8670,Fallecido,,55 y más,
2013|8671,Fallecido,,Menor de 15,
2013|8672,Lesionado,,40-44,
2013|8673,Lesionado,,25-29,
2013|8674,Lesionado,,20-24,
2013|8675,Lesionado,,15-19,
2013|8676,Lesionado,,15-19,
2013|8677,Lesionado,,20-24,
2013|8678,Fallecido,,45-49,
2013|8679,Fallecido,,55 y más,
2013|8680,Lesionado,,25-29,
2013|8681,Lesionado,,Menor de 15,
2013|8682,Lesionado,,45-49,
2013|8683,Lesionado,,35-39,
2013|8684,Fallecido,,30-34,
2013|8685,Fallecido,,55 y más,
2013|8686,Lesionado,,20-24,
2013|8687,Lesionado,,30-34,
2013|8688,Lesionado,,15-19,
2013|8689,Lesionado,,30-34,
2013|8690,Lesionado,,55 y más,
2013|8691,Fallecido,,35-39,
2013|8692,Lesionado,,15-19,
2013|8693,Fallecido,,Menor de 15,
2013|8694,Fallecido,,Menor de 15,
2013|8695,Fallecido,,55 y más,
2013|8696,Lesionado,,55 y más,
2013|8697,Lesionado,,Ignorado,
2013|8698,Lesionado,,25-29,
2013|8699,Lesionado,,20-24,
2013|8700,Fallecido,,55 y más,
2013|8701,Fallecido,,55 y más,
2013|8702,Lesionado,,55 y más,
2013|8703,Lesionado,,20-24,
2013|8704,Lesionado,,Menor de 15,
2013|8705,Lesionado,,15-19,
2013|8706,Fallecido,,40-44,
2013|8707,Lesionado,,25-29,
2013|8708,Lesionado,,35-39,
2013|8709,Lesionado,,20-24,
2013|8710,Lesionado,,55 y más,
2013|8711,Lesionado,,20-24,
2013|8712,Lesionado,,25-29,
2013|8713,Fallecido,,20-24,
2013|8714,Lesionado,,15-19,
2013|8715,Fallecido,,15-19,
2013|8716,Lesionado,,55 y más,
2013|8717,Fallecido,,30-34,
2013|8718,Fallecido,,20-24,
2013|8719,Lesionado,,25-29,
2013|8720,Lesionado,,Menor de 15,
2013|8721,Lesionado,,55 y más,
2013|8722,Lesionado,,20-24,
2013|8723,Lesionado,,25-29,
2013|8724,Lesionado,,15-19,
2013|8725,Lesionado,,Menor de 15,
2013|8726,Lesionado,,Menor de 15,
2013|8727,Fallecido,,50-54,
2013|8728,Fallecido,,Ignorado,
2013|8729,Fallecido,,15-19,
2013|8730,Fallecido,,Menor de 15,
2013|8731,Lesionado,,15-19,
2013|8732,Lesionado,,25-29,
2013|8733,Fallecido,,25-29,
2013|8734,Lesionado,,Menor de 15,
2013|8735,Fallecido,,55 y más,
2013|8736,Fallecido,,55 y más,
2013|8737,Lesionado,,25-29,
2013|8738,Fallecido,,45-49,
2013|8739,Lesionado,,40-44,
2013|8740,Lesionado,,55 y más,
2013|8741,Lesionado,,35-39,
2013|8742,Lesionado,,30-34,
2013|8743,Fallecido,,55 y más,
2013|8744,Lesionado,,35-39,
2013|8745,Lesionado,,35-39,
2013|8746,Lesionado,,55 y más,
2013|8747,Lesionado,,15-19,
2013|8748,Lesionado,,30-34,
2013|8749,Lesionado,,20-24,
2013|8750,Lesionado,,55 y más,
2013|8751,Fallecido,,30-34,
2013|8752,Fallecido,,55 y más,
2013|8753,Fallecido,,35-39,
2013|8754,Fallecido,,25-29,
2013|8755,Fallecido,,30-34,
2013|8756,Lesionado,,15-19,
2013|8757,Lesionado,,35-39,
2013|8758,Lesionado,,50-54,
2013|8759,Lesionado,,25-29,
2013|8760,Lesionado,,Menor de 15,
2013|8761,Lesionado,,35-39,
2013|8762,Lesionado,,30-34,
2013|8763,Lesionado,,55 y más,
2013|8764,Lesionado,,35-39,
2013|8765,Lesionado,,25-29,
2013|8766,Lesionado,,40-44,
2013|8767,Lesionado,,20-24,
2013|8768,Lesionado,,Menor de 15,
2013|8769,Lesionado,,Menor de 15,
2013|8770,Lesionado,,Menor de 15,
2013|8771,Fallecido,,Menor de 15,
2013|8772,Lesionado,,55 y más,
2013|8773,Lesionado,,Menor de 15,
2013|8774,Lesionado,,55 y más,
2013|8775,Lesionado,,15-19,
2013|8776,Lesionado,,55 y más,
2013|8777,Fallecido,,55 y más,
2013|8778,Lesionado,,20-24,
2013|8779,Lesionado,,25-29,
2013|8780,Lesionado,,35-39,
2013|8781,Fallecido,,15-19,
2013|8782,Lesionado,,55 y más,
2013|8783,Lesionado,,Menor de 15,
2013|8784,Lesionado,,25-29,
2013|8785,Lesionado,,50-54,
2013|8786,Fallecido,,30-34,
2013|8787,Lesionado,,20-24,
2013|8788,Lesionado,,25-29,
2013|8789,Fallecido,,45-49,
2013|8790,Lesionado,,55 y más,
2013|8791,Lesionado,,20-24,
2013|8792,Fallecido,,30-34,
2013|8793,Lesionado,,15-19,
2013|8794,Lesionado,,15-19,
2013|8795,Fallecido,,35-39,
2013|8796,Lesionado,,55 y más,
2013|8797,Fallecido,,40-44,
2013|8798,Lesionado,,Menor de 15,
2013|8799,Lesionado,,Menor de 15,
2013|8800,Lesionado,,Menor de 15,
2013|8801,Lesionado,,Menor de 15,
2013|8802,Lesionado,,55 y más,
2013|8803,Lesionado,,55 y más,
2013|8804,Fallecido,,55 y más,
2013|8805,Fallecido,,55 y más,
2013|8806,Lesionado,,25-29,
2013|8807,Lesionado,,15-19,
2013|8808,Lesionado,,35-39,
2013|8809,Fallecido,,55 y más,
2013|8810,Lesionado,,Ignorado,
2013|8811,Fallecido,,25-29,
2013|8812,Lesionado,,Menor de 15,
2013|8813,Lesionado,,Ignorado,
2013|8814,Fallecido,,55 y más,
2013|8815,Fallecido,,35-39,
2013|8816,Lesionado,,35-39,
2013|8817,Lesionado,,Menor de 15,
2013|8818,Lesionado,,Menor de 15,
2013|8819,Fallecido,,55 y más,
2013|8820,Fallecido,,15-19,
2013|8821,Fallecido,,25-29,
2013|8822,Lesionado,,20-24,
2013|8823,Fallecido,,25-29,
2013|8824,Fallecido,,Ignorado,
2013|8825,Fallecido,,35-39,
2013|8826,Fallecido,,35-39,
2013|8827,Fallecido,,25-29,
2013|8828,Lesionado,,Menor de 15,
2013|8829,Lesionado,,20-24,
2013|8830,Lesionado,,55 y más,
2013|8831,Lesionado,,15-19,
2013|8832,Fallecido,,Ignorado,
2013|8833,Lesionado,,35-39,
2013|8834,Lesionado,,15-19,
2013|8835,Lesionado,,Menor de 15,
2013|8836,Fallecido,,Menor de 15,
2013|8837,Lesionado,,55 y más,
2013|8838,Lesionado,,55 y más,
2013|8839,Fallecido,,35-39,
2013|8840,Fallecido,,40-44,
2013|8841,Lesionado,,25-29,
2013|8842,Lesionado,,20-24,
2013|8843,Lesionado,,25-29,
2013|8844,Lesionado,,Menor de 15,
2013|8845,Fallecido,,15-19,
2013|8846,Lesionado,,35-39,
2013|8847,Lesionado,,55 y más,
2013|8848,Lesionado,,Menor de 15,
2013|8849,Lesionado,,25-29,
2013|8850,Lesionado,,25-29,
2013|8851,Lesionado,,35-39,
2013|8852,Lesionado,,55 y más,
2013|8853,Lesionado,,55 y más,
2013|8854,Lesionado,,55 y más,
2013|8855,Lesionado,,55 y más,
2013|8856,Fallecido,,25-29,
2013|8857,Lesionado,,25-29,
2013|8858,Lesionado,,35-39,
2013|8859,Lesionado,,35-39,
2013|8860,Fallecido,,25-29,
2013|8861,Fallecido,,35-39,
2013|8862,Lesionado,,Menor de 15,
2013|8863,Lesionado,,35-39,
2013|8864,Lesionado,,55 y más,
2013|8865,Lesionado,,Menor de 15,
2013|8866,Lesionado,,25-29,
2013|8867,Fallecido,,35-39,
2013|8868,Fallecido,,25-29,
2013|8869,Lesionado,,15-19,
2013|8870,Lesionado,,Ignorado,
2013|8871,Fallecido,,35-39,
2013|8872,Lesionado,,55 y más,
2013|8873,Fallecido,,55 y más,
2013|8874,Lesionado,,15-19,
2013|8875,Lesionado,,20-24,
2013|8876,Lesionado,,15-19,
2013|8877,Lesionado,,20-24,
2013|8878,Lesionado,,30-34,
2013|8879,Lesionado,,40-44,
2013|8880,Lesionado,,50-54,
2013|8881,Lesionado,,20-24,
2013|8882,Lesionado,,25-29,
2013|8883,Lesionado,,55 y más,
2013|8884,Lesionado,,20-24,
2013|8885,Lesionado,,20-24,
2013|8886,Lesionado,,25-29,
2013|8887,Lesionado,,15-19,
2013|8888,Lesionado,,55 y más,
2013|8889,Lesionado,,45-49,
2013|8890,Lesionado,,25-29,
2013|8891,Lesionado,,35-39,
2013|8892,Lesionado,,55 y más,
2013|8893,Lesionado,,55 y más,
2013|8894,Lesionado,,20-24,
2013|8895,Lesionado,,30-34,
2013|8896,Lesionado,,55 y más,
2013|8897,Lesionado,,Ignorado,
2013|8898,Lesionado,,45-49,
2013|8899,Lesionado,,40-44,
2013|8900,Lesionado,,30-34,
2013|8901,Lesionado,,40-44,
2013|8902,Fallecido,,Ignorado,
2013|8903,Lesionado,,25-29,
2013|8904,Lesionado,,20-24,
2013|8905,Fallecido,,Ignorado,
2013|8906,Lesionado,,30-34,
2013|8907,Lesionado,,15-19,
2013|8908,Lesionado,,Menor de 15,
2013|8909,Lesionado,,20-24,
2013|8910,Fallecido,,40-44,
2013|8911,Lesionado,,55 y más,
2013|8912,Lesionado,,Menor de 15,
2013|8913,Lesionado,,25-29,
2013|8914,Lesionado,,55 y más,
2013|8915,Lesionado,,55 y más,
2013|8916,Lesionado,,30-34,
2013|8917,Lesionado,,20-24,
2013|8918,Lesionado,,30-34,
2013|8919,Lesionado,,Menor de 15,
2013|8920,Lesionado,,Menor de 15,
2013|8921,Lesionado,,20-24,
2013|8922,Lesionado,,Menor de 15,
2013|8923,Lesionado,,Menor de 15,
2013|8924,Lesionado,,55 y más,
2013|8925,Lesionado,,55 y más,
2013|8926,Fallecido,,Ignorado,
2013|8927,Lesionado,,55 y más,
2013|8928,Lesionado,,55 y más,
2013|8929,Lesionado,,20-24,
2013|8930,Lesionado,,25-29,
2013|8931,Lesionado,,25-29,
2013|8932,Lesionado,,55 y más,
2013|8933,Fallecido,,Ignorado,
2013|8934,Lesionado,,20-24,
2013|8935,Lesionado,,35-39,
2013|8936,Lesionado,,20-24,
2013|8937,Lesionado,,15-19,
2013|8938,Fallecido,,40-44,
2013|8939,Lesionado,,Menor de 15,
2013|8940,Fallecido,,30-34,
2013|8941,Lesionado,,15-19,
2013|8942,Lesionado,,35-39,
2013|8943,Lesionado,,20-24,
2013|8944,Lesionado,,15-19,
2013|8945,Lesionado,,30-34,
2013|8946,Fallecido,,15-19,
2013|8947,Lesionado,,55 y más,
2013|8948,Lesionado,,55 y más,
2013|8949,Lesionado,,Menor de 15,
2013|8950,Fallecido,,Menor de 15,
2013|8951,Fallecido,,Ignorado,
2013|8952,Fallecido,,45-49,
2013|8953,Lesionado,,Ignorado,
2013|8954,Fallecido,,55 y más,
2013|8955,Fallecido,,25-29,
2013|8956,Fallecido,,55 y más,
2013|8957,Fallecido,,55 y más,
2013|8958,Fallecido,,30-34,
2013|8959,Lesionado,,20-24,
2013|8960,Lesionado,,20-24,
2013|8961,Lesionado,,25-29,
2013|8962,Lesionado,,55 y más,
2013|8963,Lesionado,,Menor de 15,
2013|8964,Lesionado,,50-54,
2013|8965,Lesionado,,40-44,
2013|8966,Lesionado,,55 y más,
2013|8967,Lesionado,,55 y más,
2013|8968,Fallecido,,50-54,
2013|8969,Lesionado,,Menor de 15,
2013|8970,Fallecido,,25-29,
2013|8971,Lesionado,,35-39,
2013|8972,Lesionado,,20-24,
2013|8973,Lesionado,,40-44,
2013|8974,Lesionado,,15-19,
2013|8975,Lesionado,,55 y más,
2013|8976,Lesionado,,25-29,
2013|8977,Lesionado,,30-34,
2013|8978,Lesionado,,40-44,
2013|8979,Lesionado,,50-54,
2013|8980,Lesionado,,Menor de 15,
2013|8981,Lesionado,,Menor de 15,
2013|8982,Lesionado,,30-34,
2013|8983,Lesionado,,55 y más,
2013|8984,Lesionado,,30-34,
2013|8985,Lesionado,,45-49,
2013|8986,Lesionado,,55 y más,
2013|8987,Lesionado,,20-24,
2013|8988,Lesionado,,25-29,
2013|8989,Lesionado,,55 y más,
2013|8990,Lesionado,,35-39,
2013|8991,Lesionado,,15-19,
2013|8992,Lesionado,,15-19,
2013|8993,Lesionado,,15-19,
2013|8994,Lesionado,,20-24,
2013|8995,Lesionado,,40-44,
2013|8996,Fallecido,,45-49,
2013|8997,Fallecido,,35-39,
2013|8998,Lesionado,,Menor de 15,
2013|8999,Lesionado,,25-29,
2013|9000,Lesionado,,Menor de 15,
2013|9001,Lesionado,,20-24,
2013|9002,Lesionado,,30-34,
2013|9003,Lesionado,,20-24,
2013|9004,Lesionado,,20-24,
2013|9005,Lesionado,,15-19,
2013|9006,Lesionado,,15-19,
2013|9007,Lesionado,,25-29,
2013|9008,Lesionado,,55 y más,
2013|9009,Lesionado,,Ignorado,
2013|9010,Lesionado,,45-49,
2013|9011,Lesionado,,55 y más,
2013|9012,Lesionado,,25-29,
2013|9013,Lesionado,,20-24,
2013|9014,Lesionado,,30-34,
2013|9015,Lesionado,,35-39,
2013|9016,Lesionado,,Menor de 15,
2013|9017,Fallecido,,45-49,
2013|9018,Fallecido,,50-54,
2013|9019,Lesionado,,15-19,
2013|9020,Fallecido,,Ignorado,
2013|9021,Fallecido,,55 y más,
2013|9022,Lesionado,,30-34,
2013|9023,Fallecido,,55 y más,
2013|9024,Lesionado,,50-54,
2013|9025,Lesionado,,30-34,
2013|9026,Lesionado,,Menor de 15,
2013|9027,Lesionado,,Menor de 15,
2013|9028,Fallecido,,35-39,
2013|9029,Fallecido,,55 y más,
2013|9030,Lesionado,,40-44,
2013|9031,Lesionado,,15-19,
2013|9032,Fallecido,,20-24,
2013|9033,Fallecido,,55 y más,
2013|9034,Lesionado,,25-29,
2013|9035,Lesionado,,35-39,
2013|9036,Fallecido,,Menor de 15,
2013|9037,Lesionado,,55 y más,
2013|9038,Fallecido,,Menor de 15,
2013|9039,Lesionado,,40-44,
2013|9040,Fallecido,,35-39,
2013|9041,Fallecido,,Menor de 15,
2013|9042,Fallecido,,35-39,
2013|9043,Fallecido,,55 y más,
2013|9044,Lesionado,,Menor de 15,
2013|9045,Lesionado,,55 y más,
2013|9046,Fallecido,,55 y más,
2013|9047,Fallecido,,55 y más,
2013|9048,Lesionado,,20-24,
2013|9049,Lesionado,,Menor de 15,
2013|9050,Fallecido,,55 y más,
2013|9051,Lesionado,,45-49,
2013|9052,Lesionado,,Menor de 15,
2013|9053,Lesionado,,Menor de 15,
2013|9054,Lesionado,,15-19,
2013|9055,Fallecido,,55 y más,
2013|9056,Fallecido,,55 y más,
2013|9057,Lesionado,,30-34,
2013|9058,Lesionado,,Menor de 15,
2013|9059,Lesionado,,Ignorado,
2013|9060,Lesionado,,35-39,
2014|285,,Lesionado,Ignorado,Hombre
2014|298,,Lesionado,Ignorado,Hombre
2014|391,,Lesionado,Ignorado,Hombre
2014|451,,Lesionado,Ignorado,Hombre
2014|568,,Lesionado,Ignorado,Hombre
2014|905,,Lesionado,Ignorado,Hombre
2014|979,,Lesionado,Ignorado,Mujer
2014|1185,,Lesionado,Ignorado,Mujer
2014|1720,,Lesionado,Ignorado,Hombre
2014|1794,,Lesionado,Ignorado,Hombre
2014|1795,,Lesionado,Ignorado,Hombre
2014|1796,,Lesionado,Ignorado,Hombre
2014|1797,,Lesionado,Ignorado,Hombre
2014|1798,,Lesionado,Ignorado,Hombre
2014|2200,,Lesionado,Ignorado,Hombre
2014|2201,,Lesionado,Ignorado,Hombre
2014|2202,,Lesionado,Ignorado,Hombre
2014|2217,,Fallecido,Ignorado,Hombre
2014|2327,,Lesionado,Ignorado,Hombre
2014|2329,,Lesionado,Ignorado,Hombre
2014|2358,,Lesionado,Ignorado,Hombre
2014|2359,,Lesionado,Ignorado,Hombre
2014|2360,,Lesionado,Ignorado,Hombre
2014|2619,,Fallecido,Ignorado,Hombre
2014|2660,,Lesionado,Ignorado,Hombre
2014|2662,,Lesionado,Ignorado,Hombre
2014|2925,,Lesionado,Ignorado,Hombre
2014|3165,,Lesionado,Ignorado,Hombre
2014|3360,,Fallecido,Ignorado,Mujer
2014|3361,,Lesionado,Ignorado,Mujer
2014|3492,,Lesionado,Ignorado,Hombre
2014|3494,,Lesionado,Ignorado,Hombre
2014|3743,,Fallecido,Ignorado,Hombre
2014|4120,,Lesionado,Ignorado,Hombre
2014|4315,,Lesionado,Ignorado,Hombre
2014|4351,,Lesionado,Ignorado,Mujer
2014|4352,,Lesionado,Ignorado,Hombre
2014|4353,,Lesionado,Ignorado,Hombre
2014|4461,,Fallecido,Ignorado,Hombre
2014|4685,,Fallecido,Ignorado,Hombre
2014|4715,,Lesionado,Ignorado,Hombre
2014|4760,,Lesionado,Ignorado,Hombre
2014|4764,,Lesionado,Ignorado,Mujer
2014|4895,,Lesionado,Ignorado,Hombre
2014|4897,,Lesionado,Ignorado,Hombre
2014|4916,,Fallecido,Ignorado,Hombre
2014|5080,,Lesionado,Ignorado,Hombre
2014|5418,,Lesionado,Ignorado,Mujer
2014|5957,,Lesionado,Ignorado,Hombre
2014|6518,,Lesionado,Ignorado,Hombre
2014|6572,,Fallecido,Ignorado,Hombre
2014|6587,,Lesionado,Ignorado,Hombre
2014|6655,,Fallecido,Ignorado,Hombre
2014|6656,,Fallecido,Ignorado,Hombre
2014|6795,,Fallecido,Ignorado,Hombre
2014|6802,,Fallecido,Ignorado,Hombre
2014|7290,,Fallecido,Ignorado,Hombre
2014|7332,,Fallecido,Ignorado,Hombre
2014|7469,,Lesionado,Ignorado,Hombre
2014|7477,,Lesionado,Ignorado,Hombre
2014|7538,,Lesionado,Ignorado,Hombre
2014|7588,,Fallecido,Ignorado,Hombre
2014|7784,,Fallecido,Ignorado,Mujer
2014|7799,,Fallecido,Ignorado,Hombre
2014|8202,,Fallecido,Ignorado,Hombre
2014|8269,,Lesionado,Ignorado,Hombre
2014|8648,,Fallecido,Ignorado,Hombre
2014|8652,,Lesionado,Ignorado,Mujer
2014|69,,Lesionado,Ignorado,Hombre
2014|70,,Fallecido,Ignorado,Hombre
2014|149,,Lesionado,Ignorado,Hombre
2014|155,,Lesionado,Ignorado,Mujer
2014|317,,Lesionado,Ignorado,Mujer
2014|462,,Lesionado,Ignorado,Mujer
2014|596,,Lesionado,Ignorado,Hombre
